Name,Cuisine,Location,Price,Vegan/Meat,Country,Latitude,Longitude,Address,PostalCode
Ma La Kong Jian 麻辣空间,"Chinese, Steamboat, Sichuan",Kallang,$$,Meat,Singapore,1.310759,103.866262,"Kallang, Singapore, Central, Singapore",
Madame Fan (The NCO Club),"Chinese, Seafood, Dim Sum",City Hall,$$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Madame Fan (The NCO Club),"Chinese, Seafood, Dim Sum",Bugis,$$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Madame Fan (The NCO Club),"Chinese, Seafood, Dim Sum",Marina Central,$$$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Madrinaa Italiano,Italian,Holland Village,$$$,Meat,Singapore,1.31172195,103.7960797,"Holland Village, 200, Holland Avenue, Bukit Timah, Singapore, Northwest, 278995, Singapore",278995
Madrinaa Italiano,Italian,Buona Vista,$$$,Meat,Singapore,1.30660965,103.790751,"Buona Vista, North Buona Vista Road, Rochester Hill, Queenstown, Singapore, Southwest, 139350, Singapore",139350
Mag's Wine Kitchen,"Modern European, French",Chinatown,$$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Mag's Wine Kitchen,"Modern European, French",Keong Saik,$$$$,Meat,Singapore,1.3120964,103.7971925,"Keong Saik, 44, Jalan Merah Saga, Bukit Timah, Singapore, Northwest, 278116, Singapore",278116
Magal BBQ (마포갈매기),"Korean, Seafood, Vegetarian Friendly, BBQ",Telok Ayer,$$$,Vegan,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Maguro O,Japanese,Promenade,$$$,Meat,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
Maguro Samurai,Japanese,Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Majestic Restaurant,"Chinese, Dim Sum",Marina Bay,$$$$,Meat,Singapore,1.27546735,103.8547733,"Marina Bay, Commerce Street, Downtown Central, Downtown Core, Singapore, Central, 018990, Singapore",18990
Majesty Chen,"Bar, Fusion, Asian, Small Bites",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Makan@JEN at JEN Orchardgateway by Shangri-La,"Buffet, Chinese, International, Seafood, All-Day Breakfast, Local, Southeast Asian",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
"Malayan Council (Bussorah Street), The","Cafe, Muslim-Owned",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
"Malayan Council (Dunlop), The","Fusion, Vegetarian Friendly, Cafe, Muslim-Owned",Jalan Besar,$$$,Vegan,Singapore,1.3064665,103.8559981,"Jalan Besar, Little India, Rochor, Singapore, Central, 208828, Singapore",208828
"Malayan Council (Esplanade), The","Modern European, International, All-Day Breakfast, Muslim-Owned",Esplanade,$$$$,Meat,Singapore,1.29348725,103.8553908,"Esplanade, 90, Bras Basah Road, Suntec City, Downtown Core, Singapore, Central, 189562, Singapore",189562
"Malayan Council (Fullerton), The",Buffet,Fullerton,$$$$,Meat,Singapore,1.28620185,103.8530726,"The Fullerton Hotel, 1, Fullerton Square, Golden Shoe, Downtown Core, Singapore, Central, 049178, Singapore",49178
"Malayan Council (Winstedt), The","Fusion, Vegetarian Friendly, Muslim-Owned",Newton,$$$$,Vegan,Singapore,1.31318325,103.8380402,"Newton, Scotts Road, Cairnhill, Newton, Singapore, Central, 228234, Singapore",228234
malts,Bar,Promenade,$$,Meat,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
malts,Bar,Marina Central,$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Man Fu Yuan,"Chinese, Dim Sum",City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Man Fu Yuan,"Chinese, Dim Sum",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
MANAM,Indian,Clarke Quay,$$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
MangianoByCc,"Italian, Seafood, Ice Cream, Desserts, Coffee, Small Bites",Novena,$$$,Meat,Singapore,1.3205257,103.8438813,"Novena, Irrawaddy Road, Novena, Singapore, Central, 307506, Singapore",307506
Manhattan,"American, Bar, Seafood",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Manhattan,"American, Bar, Seafood",Tanglin,$$$,Meat,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Manpei 万平,Japanese,Clarke Quay,$$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
Manzoku Sake Bar by Yoi Group,Japanese,Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Margarita's Dempsey Hill,"Vegetarian Friendly, Mexican",Dempsey,$$$,Vegan,Singapore,1.3045037,103.8100574,"Dempsey Hill, Tanglin, Singapore, Central, Singapore",
Market Blue Tasty Seoul,"Korean, BBQ, Ice Cream, Asian",Tanglin,$$,Meat,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
"Market Grill and Wine 90, The","American, Bar, Seafood, Steakhouse, Cajun, Burgers",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
"Market Grill and Wine 90, The","American, Bar, Seafood, Steakhouse, Cajun, Burgers",Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
"Marmalade Pantry (Anchorpoint), The","Cafe, Desserts, Healthy Eats, Coffee, High Tea",Queenstown,$$$,Meat,Singapore,1.2946226,103.8060366,"Queenstown, 301, Commonwealth Avenue, Queenstown, Singapore, Central, 149729, Singapore",149729
"Marmalade Pantry (Downtown), The","American, Local, Cafe, High Tea",Raffles Place,$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
"Marmalade Pantry (Downtown), The","American, Local, Cafe, High Tea",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
"Marmalade Pantry (ION Orchard), The","American, Cafe, High Tea",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
"Marmalade Pantry (Novena), The","American, Local, Cafe",Novena,$$,Meat,Singapore,1.3205257,103.8438813,"Novena, Irrawaddy Road, Novena, Singapore, Central, 307506, Singapore",307506
"Marmalade Pantry Petite Bugis, The","American, Modern European, All-Day Breakfast, Cafe, High Tea",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Martin's Kitchen,"Modern European, Local, Mexican",River Valley,$$$,Meat,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Marusaya,Japanese,Robertson Quay,$$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Masa Saito,"Japanese, Fusion, International, Seafood, Local, Modern Asian, Omakase",Tanjong Pagar,$$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
MASH Whisky Bar,Japanese,Harbourfront,$$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Masizzim 313@Somerset,"Korean, Fusion",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
"Mask, The","Bar, Indian, International, Middle Eastern, Vegetarian Friendly, Mexican",Boat Quay,$$,Vegan,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
"Masons Table, The","French, Italian, International",City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Matsukiya,Japanese,Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Matsumoto,"Bar, Japanese, Fusion, Seafood, Vegetarian Friendly",Outram,$$$$,Vegan,Singapore,1.2816642,103.840653,"Outram, Singapore, Central, Singapore",
Matsuya Dining,"Japanese, Seafood",City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Matsuya Dining,"Japanese, Seafood",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Mavi Turkish Restaurant & Grill,"Middle Eastern, Greek",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Mazzo Restaurant and Bar,"Italian, Seafood",Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Mazzo Restaurant and Bar,"Italian, Seafood",Club Street,$$$,Meat,Singapore,1.282692,103.8469838,"Club Street, Chinatown, Outram, Singapore, Central, 069247, Singapore",69247
Mazzo Restaurant and Bar,"Italian, Seafood",Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
ME Cafe & Games,"Cafe, Desserts, Small Bites",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Meadesmoore,"Steakhouse, Vegetarian Friendly, Desserts",Telok Ayer,$$$$$,Vegan,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Meating Place,"Bar, Steakhouse, Modern Asian",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Meatsmith Little India - Indian-Flavoured Barbecue,"American, Bar, Fusion, Steakhouse, Burgers",Little India,$$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Meatsmith Telok Ayer - American Smokehouse,"American, Burgers",Telok Ayer,$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
"Mediterranean Deli Turk, The","Middle Eastern, Seafood, Vegetarian Friendly, Muslim-Owned",Orchard,$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
MediumRare by Saveur,Steakhouse,Tampines,$$,Meat,Singapore,1.3546528,103.9435712,"Tampines, Northeast, Singapore",
Melben Seafood Restaurant,"Chinese, Seafood",Pasir Ris,$$$$$,Meat,Singapore,1.3730307,103.949255,"Pasir Ris, 10, Pasir Ris Central, Pasir Ris, Singapore, Northeast, 519634, Singapore",519634
Mellben Signature,"Chinese, Malaysian, Seafood, Local, Zi Char",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Mellow,Thai,Boat Quay,$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
MEMO,"American, All-Day Breakfast, Cafe",Robertson Quay,$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Menbaka Kyoto Fire Ramen,"Japanese, Vegetarian Friendly",Orchard,$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
meokja by JUNGGA,"Korean, Asian, Muslim-Friendly, Muslim-Owned",Dhoby Ghaut,$$,Meat,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
meokja by JUNGGA,"Korean, Asian, Muslim-Friendly, Muslim-Owned",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Meow Barbecue,BBQ,Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
mezza9,"Bar, Chinese, Japanese, Thai, International, Seafood, Steakhouse, Vegetarian Friendly, Local",Orchard,$$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Mieda,Japanese,Fullerton,$$$$$,Meat,Singapore,1.28620185,103.8530726,"The Fullerton Hotel, 1, Fullerton Square, Golden Shoe, Downtown Core, Singapore, Central, 049178, Singapore",49178
Mieda,Japanese,Raffles Place,$$$$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Mikoto Singapore,Japanese,Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Mikuni,"Japanese, Seafood, Omakase",City Hall,$$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
MIMI Korean BBQ Restaurant,"Buffet, Korean, Seafood, BBQ",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Mimi Restaurant,"Chinese, Modern Asian",Clarke Quay,$$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
Misaki Japanese Restaurant,Japanese,Marina Bay,$$,Meat,Singapore,1.27546735,103.8547733,"Marina Bay, Commerce Street, Downtown Central, Downtown Core, Singapore, Central, 018990, Singapore",18990
MISFITS.,"Bar, Japanese, Fusion, Modern Asian",Boat Quay,$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
Miska Cafe (Sentosa),"Bar, All-Day Breakfast, Greek, Vegetarian Friendly, Mexican, Cafe, Mediterranean",Sentosa,$$,Vegan,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Mitsu Sushi Bar,"Japanese, Seafood",Tanjong Pagar,$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Mitsu Sushi Bar,"Japanese, Seafood",Duxton,$$$$,Meat,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
Mitsuba Japanese Restaurant,Japanese,Clarke Quay,$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
MIYOSHI by Fat Cow,"Bar, Japanese",Sentosa,$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Miyu,Japanese,Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Mizuki,Japanese,Orchard,$$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Mizume,Japanese,Clarke Quay,$$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
Mizuya (Cavan),Japanese,Jalan Besar,$$$,Meat,Singapore,1.3064665,103.8559981,"Jalan Besar, Little India, Rochor, Singapore, Central, 208828, Singapore",208828
Mizuya (Orchid Hotel @ Tras Link),Japanese,Outram,$$$,Meat,Singapore,1.2816642,103.840653,"Outram, Singapore, Central, Singapore",
Moghul Mahal Restaurant,Indian,Little India,$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
MOMO Cha Cha,"Bar, Local",Queenstown,$$,Meat,Singapore,1.2946226,103.8060366,"Queenstown, 301, Commonwealth Avenue, Queenstown, Singapore, Central, 149729, Singapore",149729
Mondo Mio Italian Restaurant & Bar,"Bar, Italian, Vegetarian Friendly",Robertson Quay,$$$,Vegan,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Monster Curry (Bugis Junction),Japanese,Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Monster Curry (Chinatown Point),Japanese,Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Monster Curry (ION Orchard),Japanese,Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Monster Curry (Jurong Point),Japanese,Jurong,$$,Meat,Singapore,1.2596598,103.6704396,"Jurong Island, Southwest, Singapore",
Monster Curry (NEX),Japanese,Serangoon,$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Monster Curry (Northpoint City),Japanese,Yishun,$$,Meat,Singapore,1.4293839,103.8350282,"Yishun, 301, Yishun Avenue 2, Chong Pang, Yishun, Singapore, Northwest, 769093, Singapore",769093
Monster Curry (Novena),Japanese,Novena,$$,Meat,Singapore,1.3205257,103.8438813,"Novena, Irrawaddy Road, Novena, Singapore, Central, 307506, Singapore",307506
Monster Curry (Suntec City),Japanese,Promenade,$$,Meat,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
Monster Curry (Tampines 1),Japanese,Tampines,$$,Meat,Singapore,1.3546528,103.9435712,"Tampines, Northeast, Singapore",
Monster Curry (VivoCity),Japanese,Harbourfront,$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Monster Curry (Waterway Point),Japanese,Punggol,$$,Meat,Singapore,1.4051559,103.902368,"Punggol, 70, Punggol Central, Punggol Town Centre, Punggol, Singapore, Northeast, 828868, Singapore",828868
Monster Planet (Causeway Point),"Japanese, Halal Certified",Woodlands,$$,Meat,Singapore,1.436897,103.786216,"Woodlands, Northwest, Singapore",
Monster Planet (Jem),"Japanese, Halal Certified",Jurong,$$,Meat,Singapore,1.2596598,103.6704396,"Jurong Island, Southwest, Singapore",
Monster Planet (Jewel Changi Airport),Japanese,Changi,$$,Meat,Singapore,1.3539247,103.9746973,"Changi, Southeast, Singapore",
Monster Planet (Paya Lebar Square),"Japanese, Halal Certified",Paya Lebar,$$,Meat,Singapore,1.3174795,103.8923525,"Paya Lebar, Tanjong Katong Road, Geylang, Singapore, Southeast, 400845, Singapore",400845
Monster Planet (The Centrepoint),"Japanese, Halal Certified",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Monte Risaia,"Japanese, Italian, Fusion",Duxton,$$$$,Meat,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
MONTI,"Modern European, Italian, High Tea",Fullerton,$$$$,Meat,Singapore,1.28620185,103.8530726,"The Fullerton Hotel, 1, Fullerton Square, Golden Shoe, Downtown Core, Singapore, Central, 049178, Singapore",49178
MONTI,"Modern European, Italian, High Tea",Raffles Place,$$$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
MoonGlow Café & Winebar,"Bar, Australian, Fusion, Cafe, Asian, Western, Small Bites",Telok Ayer,$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Morsels,Fusion,Dempsey,$$$$,Meat,Singapore,1.3045037,103.8100574,"Dempsey Hill, Tanglin, Singapore, Central, Singapore",
Morton's The Steakhouse,"American, Bar, Steakhouse, Vegetarian Friendly, Cajun",Marina Central,$$$$$,Vegan,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Mosella,Mediterranean,Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Mother Earth Vegetarian Restaurant,"Chinese, Malaysian, Vegetarian Friendly, Local, Zi Char, Vegetarian, Vegan Friendly, Western",Jurong,$$,Vegan,Singapore,1.2596598,103.6704396,"Jurong Island, Southwest, Singapore",
Mouth Restaurant,"Chinese, Seafood, Vegetarian Friendly, Dim Sum, Zi Char",Tanjong Pagar,$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Mr Rabbit Restaurant Bar,Modern European,Little India,$$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Mr. Bucket Chocolaterie - Dempsey Factory,"Bar, Local, Cafe, Desserts, Coffee, High Tea",Dempsey,$$,Meat,Singapore,1.3045037,103.8100574,"Dempsey Hill, Tanglin, Singapore, Central, Singapore",
Mr. Stork,Bar,Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Mrs Pho (Bussorah),Vietnamese,Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Mrs Pho House Takashimaya S.C.,"Vietnamese, Seafood, Steamboat, Zi Char, BBQ",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Ms Durian,"Local, Cafe, High Tea",Jalan Besar,$$$,Meat,Singapore,1.3064665,103.8559981,"Jalan Besar, Little India, Rochor, Singapore, Central, 208828, Singapore",208828
Ms. Maria & Mr. Singh,Indian,Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Mui Kee Balestier,"Chinese, Asian",Balestier,$$,Meat,Singapore,1.326226,103.8473149,"Balestier, Singapore, Central, 329133, Singapore",329133
Mui Kee Orchard,"Chinese, Asian",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
MUSETTE,"All-Day Breakfast, Cafe, Desserts, Asian, Western, Coffee",Tiong Bahru,$$,Meat,Singapore,1.28617925,103.8272252,"Tiong Bahru, 300, Tiong Bahru Road, Bukit Merah, Singapore, Central, 168731, Singapore",168731
musketeers,Asian,East Coast,$$,Meat,Singapore,1.2973773,103.8771657,"East Coast, Kallang Paya Lebar Expressway, Tanjong Rhu, Kallang, Southeast, 397693, Singapore",397693
Muthu's Curry @ Race Course,Indian,Little India,$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Mutiara Seafood,"Seafood, Local, Halal Certified, Asian, Muslim-Friendly",Paya Lebar,$$$,Meat,Singapore,1.3174795,103.8923525,"Paya Lebar, Tanjong Katong Road, Geylang, Singapore, Southeast, 400845, Singapore",400845
My Little Spanish Place (Boat Quay),Spanish,Boat Quay,$$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
My Little Spanish Place (Boat Quay),Spanish,Raffles Place,$$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
My Little Spanish Place (Bukit Timah),Spanish,Bukit Timah,$$$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
My Little Tapas Bar,"Bar, Spanish",Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
My Little Tapas Bar,"Bar, Spanish",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
MYSTICA,"Bar, Japanese, Indian, Fusion, Mexican",Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
NAE:UM Restaurant,"Korean, French, Fusion",Telok Ayer,$$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Nalan Restaurant (City Hall),"Indian, All-Day Breakfast",City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Nalan Restaurant (Little India),"Indian, Vegetarian, Vegan Friendly, Asian",Little India,$$,Vegan,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
