drink volume,drink name,attributes,quantity,volume,Serving Size_Cleaned,Added_Sugar_combined (g),protein_total (g),Combined Calories from Fat (kcal),Calories (kcal),Total Calories (kcal),Fibre (g),Carbohydrates (g),cholesterol (mg),Sodium Content (mg),trans_fat_combined (g),saturated_fat_combined (g),monounsaturated_fat_combined (g),polyunsaturated_fat_combined (g),Combined_Sugar (g),Combined_Fat (g),nutrigrade
1 l,marks & spencer cloudy apple juice,per serving (),1,1 l,,0.0,0.1,0.0,43.0,0.0,0.5,10.2,0.0,10.0,0.0,0.1,0.0,0.0,10.2,0.1,D
1 l,marks & spencer lemon & lime high juice,per serving (),1,1 l,,0.0,0.1,0.0,3.0,0.0,0.5,0.2,0.0,50.0,0.0,0.1,0.0,0.0,0.2,0.1,A
1 l,marks & spencer smooth orange juice,per serving (),1,1 l,,0.0,0.9,0.0,40.0,0.0,0.5,9.0,0.0,10.0,0.0,0.1,0.0,0.0,9.0,0.1,C
6 x 355ml,harmless harvest organic coconut water 6 x 355ml,per serving (0g),6 , 355ml,0g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,D
750 ml,aureli pure juice - blueberry red beet purple carrot apple,per serving (0.5g),1,750 ml,0.5g,0.0,0.5,0.0,32.0,0.0,0.0,7.3,0.0,30.0,0.0,0.0,0.0,0.0,6.5,0.0,C
750 ml,james white organic pure juice - red beetroot with ginger,per serving (0.9g),1,750 ml,0.9g,0.0,0.9,0.0,31.0,0.0,0.0,6.8,0.0,80.0,0.0,0.0,0.0,0.0,5.0,0.0,B
1 x 330ml,cocoloco coconut water,per serving (),1 , 330ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,B
750 ml,aureli organic pure juice - carrot,per serving (0.6g),1,750 ml,0.6g,0.0,0.6,0.0,35.0,0.0,0.0,8.1,0.0,10.0,0.0,0.0,0.0,0.0,6.8,0.1,C
500 ml,cococoast natural coconut water with yuzu,per serving (250),1,500 ml,250,0.0,0.0,0.0,21.0,0.0,0.0,5.5,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,B
750 ml,james white organic mixed vegetable juice,per serving (0.7g),1,750 ml,0.7g,0.0,0.7,0.0,27.0,0.0,0.0,5.8,0.0,40.0,0.0,0.0,0.0,0.0,4.7,0.1,B
500 ml,cococoast natural coconut water with passionfruit,per serving (250),1,500 ml,250,0.0,0.0,0.0,21.0,0.0,0.0,5.5,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,B
1 l,marks & spencer apple juice from concentrate,per serving (),1,1 l,,0.0,0.1,0.0,44.0,0.0,0.1,10.3,0.0,100.0,0.0,0.1,0.0,0.0,10.3,0.1,D
500 ml,cococoast natural coconut water,per serving (250),1,500 ml,250,0.0,0.0,0.0,21.0,0.0,0.0,5.5,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,B
500 ml,cococoast natural coconut water with lychee,per serving (250),1,500 ml,250,0.0,0.0,0.0,21.0,0.0,0.0,5.5,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,B
24 x 325ml,sundrop lime juice 325ml x 24 cans,per serving (),24 , 325ml,100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,B
1 l,marks & spencer pink grapefruit high juice,per serving (),1,1 l,,0.0,0.1,0.0,5.0,0.0,0.5,1.0,0.0,30.0,0.0,0.1,0.0,0.0,1.0,0.1,B
12 x 500ml,cococoast natural coconut water with ginger,per serving (250),12 , 500ml,250,0.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,5.5,0.0,C
12 x 1l,the berry company pomegranate juice,per serving (100ml),12 , 1l,100ml,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,C
12 x 1l,the berry company goji berry juice,per serving (100ml),12 , 1l,100ml,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,C
12 x 1l,the berry company acai berry juice,per serving (100ml),12 , 1l,100ml,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,C
4 x 325ml,sundrop orange juice (325ml x 4 cans) - pack of 2,per serving (),4 , 325ml,100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,C
4 x 325ml,sundrop lime juice (325ml x 4 cans) - pack of 2,per serving (),4 , 325ml,100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,B
24 x 325ml,sundrop orange juice 325ml x 24 cans,per serving (),24 , 325ml,100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,C
3 x 200ml,marks & spencer percy pig fruit juice drink,per serving (),3 , 200ml,,0.0,0.4,0.0,46.0,0.0,0.4,10.3,0.0,10.0,0.0,0.1,0.0,0.0,10.3,0.1,D
330 ml,wolf + wald organic sparkling apple juice,per serving (330),1,330 ml,330,0.0,0.1,0.0,0.0,24.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.1,C
250 ml,muno organic 100% sea buckthorn juice,per serving (100),1,250 ml,100,0.0,1.1,0.0,56.0,0.0,2.0,10.4,0.0,20.0,0.0,0.0,0.0,0.0,5.5,0.65,C
6 x 580ml,bomy bomy grape juice,per serving (),6 , 580ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,D
2l,marigold peel fresh bottle juice - lime,per serving (250ml),1,2l,250ml,0.0,0.0,0.0,110.0,0.0,0.0,27.3,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,A
392g,milkmaid sweetened condensed milk - full cream (high calcium),per serving (20g),1,392g,20g,0.0,1.4,0.0,65.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,C
600 g,killiney 3-in-1 white coffee,per serving (1.1g),1,600 g,1.1g,0.0,1.1,0.0,176.0,0.0,0.0,30.0,0.0,21.0,0.0,5.8,0.0,0.0,15.5,0.0,D
200g,nescafe gold original,per 100ml,1,200g,,0.0,0.3,0.0,4.0,0.0,0.0,0.7,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,A
450g,nestle coffeemate creamer - pouch,per serving (6g),1,450g,6g,0.0,0.1,0.0,33.0,0.0,0.0,3.4,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.1,C
100 x 20g,indocafe 3 in 1 instant coffee mix,per serving (20g),100 , 20g,20g,0.0,0.0,20.0,90.0,0.0,0.0,16.0,0.0,20.0,0.0,1.8,0.0,0.0,10.0,2.0,C
20 x 20g,gold kili traditional kopi o,per serving (20g),20 , 20g,20g,0.0,0.5,0.0,63.0,0.0,0.5,15.5,0.0,8.0,0.0,0.0,0.0,0.0,14.1,0.0,D
630g,super original 3-in-1 coffee,per serving (20g),1,630g,20g,0.0,0.8,0.0,89.0,0.0,0.0,15.8,0.0,18.000000000000004,0.0,2.4,0.0,0.0,0.0,2.4,C
15 x 30g,ah huat white coffee - classic,per serving (30g),15 , 30g,30g,0.0,0.8,0.0,126.0,0.0,0.0,20.8,0.0,52.400000000000006,0.0,3.7,0.0,0.0,13.5,4.4,D
45 x 20g,ye ye 3 in 1 instant coffee mix - regular,per 100ml,45 , 20g,,0.0,0.2,0.0,52.0,0.0,0.2,9.8,0.0,14.0,0.0,1.1,0.0,0.0,5.7,1.2,C
380g,f&n sweetened creamer - rich & creamy,per serving (20g),1,380g,20g,0.0,0.5,0.0,67.0,0.0,0.0,11.7,0.2,0.0,0.0,1.0,0.8,0.2,0.0,2.1,C
30 x 20g,indocafe 3 in 1 instant coffee,per serving (20g),30 , 20g,20g,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,20.0,0.0,1.8,0.0,0.0,10.0,2.0,C
15 x 33g,super 3 in 1 instant charcoal roasted white coffee - hazelnut,per serving (36g),15 , 33g,36g,0.0,1.2,0.0,159.0,0.0,0.0,26.9,0.0,76.0,0.0,5.2,0.0,0.0,0.0,5.2,D
200g,moccona instant coffee - classic (dark roast),per serving (100g),1,200g,100g,0.0,15.1,0.0,135.0,0.0,0.0,6.1,0.0,417.5,0.0,0.1,0.0,0.0,3.3,0.2,B
420g,super 2-in-1 instant coffee - zero sugar,per serving (12g),1,420g,12g,0.0,0.8,0.0,54.0,0.0,0.0,8.0,0.0,2.6000000000000005,0.0,2.0,0.1,0.1,0.0,2.1,C
500g,owl kopitiam roast & ground coffee powder - heritage blend,per serving (7g),1,500g,7g,0.0,0.5,0.0,9.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,A
30 x 20g,super 3 in 1 instant coffee - low fat (rich),per serving (20g),30 , 20g,20g,0.0,0.7,0.0,87.0,0.0,0.0,15.4,0.0,17.0,0.0,2.5,0.0,0.0,0.0,2.5,C
20 x 10g,owl kopitiam roast & ground coffee bags - kopi-o kosong,per serving (20g),20 , 10g,20g,0.0,0.4,0.0,11.0,0.0,0.0,2.4,0.0,3.0,0.0,0.0,0.0,0.0,12.9,0.7,D
20 x 17g,gold roast kopi o - reduced sugar,per serving (17g),20 , 17g,17g,0.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,7.5,0.0,C
15 x 35g,super 3 in 1 instant charcoal roasted white coffee - classic,per serving (40g),15 , 35g,40g,0.0,1.4,0.0,180.0,0.0,0.8,30.0,0.0,83.0,0.0,5.8,0.0,0.0,0.0,5.8,D
40 per pack,owl traditional blend coffee bags,per serving (5.5g),1,40 per pack,5.5g,0.0,0.3,0.0,9.0,0.0,0.2,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,A
12 x 35g,chek hup 3 in 1 instant ipoh white coffee - less sweet,per serving,12 , 35g,,0.0,4.2,0.0,481.0,0.0,0.0,71.2,0.0,0.0,0.5,19.1,0.1,0.0,35.7,19.9,D
20 x 9g,gold roast kopi o - kosong ,per serving (9g),20 , 9g,9g,0.0,1.3,0.0,37.0,0.0,4.9,6.7,0.0,5.0,0.0,0.2,0.0,0.0,0.4,0.5,A
20 x 10g,coffee hock instant coffee-o bags - kosong (strong & refreshing),per serving (10g),20 , 10g,10g,0.0,1.2,0.0,23.0,0.0,4.6,2.4,0.0,12.0,0.0,0.3,0.0,0.0,0.2,0.9,B
50g,nescafe instant soluble coffee jar - gold,per serving (2g),1,50g,2g,0.0,18.0,0.0,6.0,0.0,0.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,A
15 x 40g,ah huat white coffee - extra rich,per serving (40g),15 , 40g,40g,0.0,1.4,0.0,166.0,0.0,0.7,25.2,0.0,44.5,0.0,6.1,0.0,0.0,15.7,6.6,D
30 x 12g,fairprice cafe white 2 in 1 instant coffee - coffee & creamer,per serving (12g),30 , 12g,12g,0.0,0.8,0.0,57.0,0.0,0.3,7.5,0.0,30.0,0.0,2.6,0.0,0.0,1.7,2.6,C
200g,moccona instant coffee - classic 5 (medium roast),per serving (100g),1,200g,100g,0.0,15.1,0.0,135.0,0.0,0.0,6.1,0.0,417.5,0.0,0.1,0.0,0.0,3.3,0.2,B
30 x 17g,owl kopitiam roast & ground coffee bags - kopi-o,per serving (17g),30 , 17g,17g,0.0,0.5,0.0,70.0,0.0,0.2,15.6,0.0,2.0,0.0,0.3,0.0,0.0,12.7,0.6,D
15 x 38g,ah huat white coffee - gold medal,per 100ml,15 , 38g,,0.0,0.6,0.0,78.0,0.0,0.4,12.6,0.0,23.6,0.0,2.8,0.0,0.0,8.6,2.8,C
25 + free 5 x 20g,owl 3 in 1 instant coffee - regular low fat,per serving (20g),25 + free 5 , 20g,20g,0.0,0.7,0.0,86.0,0.0,0.2,2.4,16.4,32.0,0.0,1.9,0.0,0.0,10.0,1.9,C
10 x 52g,lor espresso aluminium coffee capsules - onyx,per serving (100ml),10 , 52g,100ml,0.0,0.2,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
15 x 30g,owl kopitiam roast & ground coffee bags - kopi siew dai,per serving (30g),15 , 30g,30g,0.0,1.2,0.0,150.0,0.0,0.3,20.7,0.0,41.0,0.0,6.8,0.0,0.0,10.9,7.0,D
100g,nescafe classic,per serving (2g),1,100g,2g,0.0,0.4,0.0,6.0,0.0,0.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,A
20 x 18g,coffee hock 2 in 1 instant coffee-o bags - raw sugar,per serving (10g),20 , 18g,10g,0.0,1.2,0.0,23.0,0.0,4.6,2.4,0.0,12.0,0.0,0.3,0.0,0.0,0.2,0.9,B
12 per pack,starbucks coffee capsules - caramel macchiato,per serving (100g),1,12 per pack,100g,0.0,14.3,0.0,416.0,0.0,10.1,41.7,0.0,400.0,0.0,10.2,0.0,0.0,37.8,17.7,D
20 x 30g,old town nanyang instant white coffee o - sugar added,per serving (100ml),20 , 30g,100ml,0.0,0.6,0.0,59.0,0.0,0.0,13.0,0.0,20.0,0.0,0.2,0.0,0.0,9.0,0.5,C
10 x 52g,lor espresso aluminium capsules - supermo,per serving (100ml),10 , 52g,100ml,0.0,0.2,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
10 x 52g,lor espresso aluminium capsules - ristretto,per serving (100ml),10 , 52g,100ml,0.0,0.2,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
20 x 19g,gold roast kopi o - sugar,per serving (19g),20 , 19g,19g,0.0,0.0,0.0,48.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,D
20 x 10g,fairprice instant traditional black coffee - kopi-o kosong,per serving (10g),20 , 10g,10g,0.0,1.1,0.0,41.0,0.0,5.1,7.6,0.0,22.0,0.0,0.3,0.0,0.0,2.3,0.7,B
25 x 12g,owl 2 in 1 instant coffee with creamer,per serving (12g),25 , 12g,12g,0.0,0.9,0.0,61.0,0.0,0.1,7.2,0.0,40.0,0.0,3.2,0.0,0.0,1.9,3.2,D
200g,nescafe instant soluble coffee jar - gold intense,per serving 28g,1,200g,,0.0,0.4,0.0,6.0,0.0,0.4,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,A
240ml,nescafe milk coffee can drink - original,per serving (240),1,240ml,240,0.0,2.4,0.0,99.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,C
10 per pack,lor espresso aluminium capsules - india karnataka,per serving (100ml),1,10 per pack,100ml,0.0,0.2,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
95g,moccona flavour infused coffee - a hint of hazelnut ,per serving (100g),1,95g,100g,0.0,15.1,0.0,135.0,0.0,0.0,6.1,0.0,417.5,0.0,0.1,0.0,0.0,3.3,0.2,B
200g,boncafe whole bean coffee - all day,per serving (13g),1,200g,13g,0.0,2.0,0.13499999999999998,60.0,443.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,C
200g,boncafe whole bean coffee - espresso,per serving (13g),1,200g,13g,0.0,0.9,0.0,7.0,0.0,0.2,0.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,A
50g,boncafe instant coffee powder - decaffeinated,per serving (100g),1,50g,100g,0.0,15.9,0.0,286.0,0.0,15.2,54.8,0.0,356.0,0.0,0.2,0.0,0.0,11.5,0.4,D
20 x 18g,gold kili 2 in 1 instant white coffee - espressccino  ,per serving (100g),20 , 18g,100g,0.0,1.0,0.0,90.0,0.0,1.0,11.0,0.0,25.0,0.0,4.0,0.0,0.0,2.0,4.5,D
10 x 52g,lor espresso aluminium coffee capsules - ristretto (decafinated),per serving (100ml),10 , 52g,100ml,0.0,0.2,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
16 x 8g,nescafe dolce gusto beverage capsules - espresso intenso,per serving (50ml),16 , 8g,50ml,0.0,0.4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,A
225 g,killiney killiney kopi-o kosong,per serving (2g),1,225 g,2g,0.0,2.0,0.0,0.0,0.0,1.3,9.7,0.0,37.0,0.0,0.6,0.0,0.0,0.8,1.2,B
200g,boncafe whole bean coffee - mocca,per serving (13g),1,200g,13g,0.0,0.9,0.0,7.0,0.0,0.2,1.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,A
200g,boncafe ground coffee powder - colombiana,per serving (13g),1,200g,13g,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,C
30 x 20g,indocafe 3 in 1 instant coffee mix - special blend,per serving (55g),30 , 20g,55g,0.0,8.0,0.0,0.0,0.0,0.0,1.0,45.0,280.0,0.0,0.5,0.0,0.0,1.0,1.0,B
10 pc,punto italia espresso nespresso coffee pods intenso,per serving (100g),1,10 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
100g,ucc the blend instant coffee powder - 118 (strong),per serving,1,100g,,0.0,0.4,0.0,6.8,0.0,0.0,1.3,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,A
112 g,ucc craftsman's coffee drip cof sweet fragrance rich blend 16,per serving (),1,112 g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
330 g,killiney kopi-o siew dai,per serving (2.8g),1,330 g,2.8g,0.0,2.8,0.0,0.0,0.0,2.2,14.3,0.0,36.00000000000001,0.0,0.7,0.0,0.0,10.3,1.5,D
112 g,ucc craftsman's coffee drip coffee deep rich special blend 16,per serving (),1,112 g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
12 pc,punto italia espresso dolce gusto coffee pods cappuccino,per serving (100g),1,12 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,2.2,C
100g,moccona classic freeze dried instant coffee - dark roast,per serving (100g),1,100g,100g,0.0,15.1,0.0,135.0,0.0,0.0,6.1,0.0,417.5,0.0,0.1,0.0,0.0,3.3,0.2,B
10 pc,punto italia espresso nespresso coffee pods lungo crema,per serving (100g),1,10 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
10 pc,podista nespresso coffee pods supremo,per serving (100g),1,10 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
12 pc,punto italia espresso dolce gusto coffee pods superiore,per serving (100g),1,12 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
90 g,ucc craftsman's coffee instant coffee bittersweet taste,per serving (),1,90 g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
1 x 200g,bru original,per serving (),1 , 200g,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
20 x 465g (ctn),nescafe instant ipoh white coffee - gao siew dai,per serving (31g),20 , 465g (ctn),31g,0.0,0.5,0.0,139.0,0.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,D
480 g,mycofe 3 in 1 ipoh white coffee,per serving (40),1,480 g,40,0.0,1.0,0.0,180.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,D
2 x 100g,ucc the blend 118 strong taste instant coffee,per serving (),2 , 100g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
80 g,agf maxim freeze dried instant coffee bottle,per serving (),1,80 g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
100g,moccona instant coffee - espreso style,per serving (100g),1,100g,100g,0.0,15.1,0.0,135.0,0.0,0.0,6.1,0.0,417.5,0.0,0.1,0.0,0.0,3.3,0.2,B
3 x 180ml,137 degrees iced coffee latte with almond milk,per serving (),3 , 180ml,,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,1.5,0.0,0.0,4.0,5.0,D
3,killiney 2-in-1 white coffee trio bundle,per serving (1.3g),1,3,1.3g,0.0,1.3,0.0,138.0,0.0,0.0,18.9,0.0,25.0,0.0,6.4,0.0,0.0,1.7,0.0,B
15 x 25g,gold choice instant white coffee - cappuccino,per serving (),15 , 25g,,0.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,19.0,0.0,4.0,0.0,0.0,13.0,4.0,D
10 x 30g,yes natural instant coffee - brown rice,per serving (100g),10 , 30g,100g,0.0,4.0,0.36,140.0,0.0,1.0,0.02,0.0,20.0,0.0,4.5,0.0,0.0,4.0,4.5,D
100g,boncafe instant coffee powder - decafeinated,per serving (2g),1,100g,2g,0.0,0.3,0.0,6.0,0.0,0.3,1.1,0.0,7.0,0.0,0.0,0.0,0.0,0.2,0.0,A
120 g,killiney kopi latte (dolce gusto compatible capsule pods),per serving (12),1,120 g,12,0.0,0.3,0.0,54.0,0.0,0.2,9.1,0.0,10.0,0.0,1.9,0.0,0.0,4.2,0.0,B
500 g,kim guan guan singapore original traditional coffee powder,per serving (250),1,500 g,250,0.0,0.6,0.0,8.0,0.0,0.1,1.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,A
250 g,cafe specialists traditional kopi shop ground coffee powder,per serving (2.5g),1,250 g,2.5g,0.0,2.5,0.0,50.0,0.0,0.0,12.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,A
108 g,agf blendy potion coffee 6p,per serving (),1,108 g,,0.0,0.3,0.0,9.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,A
250 g,illy ground espresso decaf classico coffee - medium roast,per serving (100g),1,250 g,100g,0.0,14.0,0.0,313.0,0.0,0.0,10.0,0.0,20.0,0.0,3.2,0.0,0.0,0.0,11.0,D
414 g,frenche roast indulgence tiramisu latte,per serving (),1,414 g,,0.0,1.1,0.0,96.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,15.4,2.0,D
10 pc,punto italia espresso nespresso choco pods cioccolata classic,per serving (100g),1,10 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.35,B
250 g,illy whole bean arabica selection guatemala,per serving (100g),1,250 g,100g,0.0,17.0,0.0,344.0,0.0,0.0,12.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,14.0,D
12 pc,punto italia espresso dolce gusto coffee pods intenso,per serving (100g),1,12 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
500 g,giovannini speciale n.1 - fresh espresso coffee beans,per serving (),1,500 g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
300 g,biogreen biogreen dream coffee oatmilk,per serving (),1,300 g,,0.0,4.0,0.0,117.0,0.0,0.7,23.3,0.0,14.400000000000002,0.0,0.1,0.0,0.0,8.7,0.7,C
3 x 330g,killiney kopi-o siew dai trio,per serving (22),3 , 330g,22,0.0,2.8,0.0,0.0,0.0,2.2,14.3,0.0,36.00000000000001,0.0,0.7,0.0,0.0,10.3,1.5,D
10 pc,punto italia espresso nespresso tea pods earl grey,per serving (100g),1,10 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
10 pc,punto italia espresso nespresso coffee pods decaffeinato,per serving (100g),1,10 pc,100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
12 x 20g,yit foh tenom kopi o - 2in1,per serving (20g),12 , 20g,20g,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,66.0,0.0,0.0,0.0,0.0,11.0,0.3,D
200ml,minor figures nitro cold brew black,per serving (200),1,200ml,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
200ml,minor figures nitro cold brew latte,per serving (200),1,200ml,200,0.0,1.2,0.0,119.0,0.0,0.0,18.2,0.0,200.0,0.0,0.6,0.0,0.0,8.0,4.4,D
1 kg,daroma palombini gran bar italian whole roasted coffee beans,per serving (),1,1 kg,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
5 x 10g,indocafe the sumatra mandheling drip coffee pouch,per serving (),5 , 10g,,0.0,0.0,0.0,0.0036,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
80.5 g,agf blendy cafe latory stick 7p thick creamy cappuccino,per serving (),1,80.5 g,,0.0,0.59,0.0,60.0,0.0,0.0,6.9,0.0,200.0,0.0,0.0,0.0,0.0,0.0,3.3,D
12 x 25g,aik cheong caf art latte 12s,per serving (),12 , 25g,,6.0,2.0,0.0,110.0,0.0,1.0,19.0,0.0,52.00000000000001,0.0,2.0,0.0,0.0,9.0,2.0,C
20 x 25g,gold choice charcoal roasted traditional black coffee - kopi,per serving (0.3g),20 , 25g,0.3g,0.0,0.3,0.0,90.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,A
12 x 250g,illy whole bean intenso roast - carton,per serving (100g),12 , 250g,100g,0.0,17.0,0.0,344.0,0.0,0.0,12.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,14.0,D
1 x 1kg,universal caffe extra coffee beans,per serving (),1 , 1kg,,0.0,17.0,0.0,90.0,0.0,0.0,66.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,11.0,D
4 x 300ml,sundrop black coffee (300ml x 4 cans) - pack of 2,per serving (),4 , 300ml,100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
24 x 300ml,sundrop black coffee (kopi o kaw) 300ml x 24 cans,per serving (),24 , 300ml,100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
250 g,sunday organic guatemala medium roasted coffee beans,per serving (),1,250 g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
30 x 25g,indocafe ginger coffeemix,per serving (),30 , 25g,,0.0,1.0,0.0,110.0,0.0,2.0,21.0,0.0,10.0,0.0,2.5,0.0,0.0,16.0,2.5,D
30 x 240ml,javacafe iced latte coffee drink - case,per serving (3g),30 , 240ml,3g,0.0,3.0,0.0,140.0,0.0,0.0,25.0,0.0,40.0,0.0,0.0,0.0,0.0,19.0,3.0,D
